Fixed Plot Data
Iteration 0,Iteration 1,Iteration 2,Iteration 3,Iteration 4
0.02040816326530612,0.02,0.025,0.023809523809523808,0.011235955056179775
0.04,0.05,0.011111111111111112,0.03125,0.05263157894736842
0.043478260869565216,0.047619047619047616,0.01098901098901099,0.03225806451612903,0.024390243902439025
0.01639344262295082,0.041666666666666664,0.0196078431372549,0.022222222222222223,0.03225806451612903
0.010526315789473684,0.016129032258064516,0.014084507042253521,0.08333333333333333,0.017857142857142856
0.03333333333333333,0.010416666666666666,0.015151515151515152,0.010638297872340425,0.017857142857142856
0.022727272727272728,0.021739130434782608,0.01,0.015625,0.015151515151515152
0.01818181818181818,0.02631578947368421,0.010101010101010102,0.05,0.02631578947368421

Flexible Plot Data
Iteration 0,Iteration 1,Iteration 2,Iteration 3,Iteration 4
0.5102040816326531,0.48,0.025,0.023809523809523808,0.011235955056179775
0.52,0.45,0.011111111111111112,0.03125,0.05263157894736842
0.2826086956521739,0.047619047619047616,0.01098901098901099,0.03225806451612903,0.024390243902439025
0.7459016393442623,1.0,0.9803921568627451,1.0,0.967741935483871
0.25263157894736843,0.016129032258064516,0.5,0.08333333333333333,0.017857142857142856
0.75,0.5,0.09090909090909091,0.0425531914893617,0.017857142857142856
0.5,0.7391304347826086,0.1,0.015625,0.015151515151515152
0.7545454545454545,0.47368421052631576,0.025252525252525252,0.05,0.9736842105263158

Fixed Bar Data
Iteration 0,Iteration 1,Iteration 2,Iteration 3,Iteration 4
nan,nan,nan,nan,nan
nan,nan,nan,nan,nan
nan,nan,nan,nan,nan
nan,nan,nan,nan,nan
nan,nan,nan,nan,nan
nan,nan,nan,nan,nan
nan,nan,nan,nan,nan
nan,nan,nan,nan,nan

Flexible Bar Data
Iteration 0,Iteration 1,Iteration 2,Iteration 3,Iteration 4
0.0,0.125,0.125,0.125,0.125
0.0,0.125,0.125,0.125,0.125
0.0,0.125,0.125,0.125,0.125
0.0,0.125,0.125,0.125,0.125
0.0,0.125,0.125,0.125,0.125
0.0,0.125,0.125,0.125,0.125
0.0,0.125,0.125,0.125,0.125
0.0,0.125,0.125,0.125,0.125

Fixed Dictator Income Data
Iteration 0,Iteration 1,Iteration 2,Iteration 3,Iteration 4
0.0,0.16333333333333333,0.1625,0.1626984126984127,0.1647940074906367
0.0,0.15833333333333333,0.1648148148148148,0.16145833333333334,0.15789473684210525
0.0,0.15873015873015872,0.16483516483516483,0.16129032258064516,0.16260162601626016
0.0,0.1597222222222222,0.16339869281045752,0.16296296296296298,0.16129032258064516
0.0,0.1639784946236559,0.1643192488262911,0.1527777777777778,0.1636904761904762
0.0,0.16493055555555555,0.16666666666666666,0.16489361702127658,0.1636904761904762
0.0,0.16304347826086957,0.165,0.1640625,0.16414141414141414
0.0,0.16228070175438597,0.16498316498316498,0.15833333333333333,0.16228070175438597

Fixed Decider Income Data
Iteration 0,Iteration 1,Iteration 2,Iteration 3,Iteration 4
-1,-1,-1,-1,-1
-1,-1,-1,-1,-1
-1,-1,-1,-1,-1
-1,-1,-1,-1,-1
-1,-1,-1,-1,-1
-1,-1,-1,-1,-1
-1,-1,-1,-1,-1
-1,-1,-1,-1,-1

Flexible Dictator Income Data
Iteration 0,Iteration 1,Iteration 2,Iteration 3,Iteration 4
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0

Flexible Decider Income Data
Iteration 0,Iteration 1,Iteration 2,Iteration 3,Iteration 4
0.0,0.0025,0.003125,0.002976190476190476,0.0014044943820224719
0.0,0.00625,0.001388888888888889,0.00390625,0.006578947368421052
0.0,0.005952380952380952,0.0013736263736263737,0.004032258064516129,0.003048780487804878
0.0,0.005208333333333333,0.0024509803921568627,0.002777777777777778,0.004032258064516129
0.0,0.0020161290322580645,0.0017605633802816902,0.010416666666666666,0.002232142857142857
0.0,0.0013020833333333333,0.001893939393939394,0.0013297872340425532,0.002232142857142857
0.0,0.002717391304347826,0.00125,0.001953125,0.001893939393939394
0.0,0.003289473684210526,0.0012626262626262627,0.00625,0.003289473684210526

